triplet_id,sample_id,difficulty,architecture,ref_64_path,ref_128_path,pos_64_path,pos_128_path,neg_64_path,neg_128_path,pos_ncc,neg_ncc,pos_error,neg_error,gt_x,gt_y
1469,339,Adversarial,finfet_7nm,data/hcr_train\triplets\01469_ref_64.npy,data/hcr_train\triplets\01469_ref_128.npy,data/hcr_train\triplets\01469_pos_64.npy,data/hcr_train\triplets\01469_pos_128.npy,data/hcr_train\triplets\01469_neg_64.npy,data/hcr_train\triplets\01469_neg_128.npy,0.3,0.3017,5.01,125.0,477.0,900.3
1470,340,Easy,dram_1x,data/hcr_train\triplets\01470_ref_64.npy,data/hcr_train\triplets\01470_ref_128.npy,data/hcr_train\triplets\01470_pos_64.npy,data/hcr_train\triplets\01470_pos_128.npy,data/hcr_train\triplets\01470_neg_64.npy,data/hcr_train\triplets\01470_neg_128.npy,0.931,0.6638,0.36,301.85,547.8,288.3
1471,340,Easy,dram_1x,data/hcr_train\triplets\01471_ref_64.npy,data/hcr_train\triplets\01471_ref_128.npy,data/hcr_train\triplets\01471_pos_64.npy,data/hcr_train\triplets\01471_pos_128.npy,data/hcr_train\triplets\01471_neg_64.npy,data/hcr_train\triplets\01471_neg_128.npy,0.931,0.5909,0.36,660.66,547.8,288.3
1472,340,Easy,dram_1x,data/hcr_train\triplets\01472_ref_64.npy,data/hcr_train\triplets\01472_ref_128.npy,data/hcr_train\triplets\01472_pos_64.npy,data/hcr_train\triplets\01472_pos_128.npy,data/hcr_train\triplets\01472_neg_64.npy,data/hcr_train\triplets\01472_neg_128.npy,0.931,0.5904,0.36,28.8,547.8,288.3
1473,340,Easy,dram_1x,data/hcr_train\triplets\01473_ref_64.npy,data/hcr_train\triplets\01473_ref_128.npy,data/hcr_train\triplets\01473_pos_64.npy,data/hcr_train\triplets\01473_pos_128.npy,data/hcr_train\triplets\01473_neg_64.npy,data/hcr_train\triplets\01473_neg_128.npy,0.931,0.5818,0.36,172.8,547.8,288.3
1474,340,Easy,dram_1x,data/hcr_train\triplets\01474_ref_64.npy,data/hcr_train\triplets\01474_ref_128.npy,data/hcr_train\triplets\01474_pos_64.npy,data/hcr_train\triplets\01474_pos_128.npy,data/hcr_train\triplets\01474_neg_64.npy,data/hcr_train\triplets\01474_neg_128.npy,0.931,0.5756,0.36,57.8,547.8,288.3
1475,341,Medium,dram_dense,data/hcr_train\triplets\01475_ref_64.npy,data/hcr_train\triplets\01475_ref_128.npy,data/hcr_train\triplets\01475_pos_64.npy,data/hcr_train\triplets\01475_pos_128.npy,data/hcr_train\triplets\01475_neg_64.npy,data/hcr_train\triplets\01475_neg_128.npy,0.8526,0.8581,0.45,29.4,468.4,572.8
1476,341,Medium,dram_dense,data/hcr_train\triplets\01476_ref_64.npy,data/hcr_train\triplets\01476_ref_128.npy,data/hcr_train\triplets\01476_pos_64.npy,data/hcr_train\triplets\01476_pos_128.npy,data/hcr_train\triplets\01476_neg_64.npy,data/hcr_train\triplets\01476_neg_128.npy,0.8526,0.8567,0.45,27.6,468.4,572.8
1477,341,Medium,dram_dense,data/hcr_train\triplets\01477_ref_64.npy,data/hcr_train\triplets\01477_ref_128.npy,data/hcr_train\triplets\01477_pos_64.npy,data/hcr_train\triplets\01477_pos_128.npy,data/hcr_train\triplets\01477_neg_64.npy,data/hcr_train\triplets\01477_neg_128.npy,0.8526,0.8421,0.45,58.4,468.4,572.8
1478,341,Medium,dram_dense,data/hcr_train\triplets\01478_ref_64.npy,data/hcr_train\triplets\01478_ref_128.npy,data/hcr_train\triplets\01478_pos_64.npy,data/hcr_train\triplets\01478_pos_128.npy,data/hcr_train\triplets\01478_neg_64.npy,data/hcr_train\triplets\01478_neg_128.npy,0.8526,0.8334,0.45,115.4,468.4,572.8
1479,341,Medium,dram_dense,data/hcr_train\triplets\01479_ref_64.npy,data/hcr_train\triplets\01479_ref_128.npy,data/hcr_train\triplets\01479_pos_64.npy,data/hcr_train\triplets\01479_pos_128.npy,data/hcr_train\triplets\01479_neg_64.npy,data/hcr_train\triplets\01479_neg_128.npy,0.8526,0.8313,0.45,13.6,468.4,572.8
1480,344,Easy,dram_1x,data/hcr_train\triplets\01480_ref_64.npy,data/hcr_train\triplets\01480_ref_128.npy,data/hcr_train\triplets\01480_pos_64.npy,data/hcr_train\triplets\01480_pos_128.npy,data/hcr_train\triplets\01480_neg_64.npy,data/hcr_train\triplets\01480_neg_128.npy,0.9022,0.5704,0.54,19.5,860.2,581.5
1481,344,Easy,dram_1x,data/hcr_train\triplets\01481_ref_64.npy,data/hcr_train\triplets\01481_ref_128.npy,data/hcr_train\triplets\01481_pos_64.npy,data/hcr_train\triplets\01481_pos_128.npy,data/hcr_train\triplets\01481_neg_64.npy,data/hcr_train\triplets\01481_neg_128.npy,0.9022,0.5664,0.54,13.81,860.2,581.5
1482,344,Easy,dram_1x,data/hcr_train\triplets\01482_ref_64.npy,data/hcr_train\triplets\01482_ref_128.npy,data/hcr_train\triplets\01482_pos_64.npy,data/hcr_train\triplets\01482_pos_128.npy,data/hcr_train\triplets\01482_neg_64.npy,data/hcr_train\triplets\01482_neg_128.npy,0.9022,0.555,0.54,14.21,860.2,581.5
1483,344,Easy,dram_1x,data/hcr_train\triplets\01483_ref_64.npy,data/hcr_train\triplets\01483_ref_128.npy,data/hcr_train\triplets\01483_pos_64.npy,data/hcr_train\triplets\01483_pos_128.npy,data/hcr_train\triplets\01483_neg_64.npy,data/hcr_train\triplets\01483_neg_128.npy,0.9022,0.5083,0.54,38.5,860.2,581.5
1484,344,Easy,dram_1x,data/hcr_train\triplets\01484_ref_64.npy,data/hcr_train\triplets\01484_ref_128.npy,data/hcr_train\triplets\01484_pos_64.npy,data/hcr_train\triplets\01484_pos_128.npy,data/hcr_train\triplets\01484_neg_64.npy,data/hcr_train\triplets\01484_neg_128.npy,0.9022,0.5024,0.54,57.5,860.2,581.5
1485,345,Medium,dram_dense,data/hcr_train\triplets\01485_ref_64.npy,data/hcr_train\triplets\01485_ref_128.npy,data/hcr_train\triplets\01485_pos_64.npy,data/hcr_train\triplets\01485_pos_128.npy,data/hcr_train\triplets\01485_neg_64.npy,data/hcr_train\triplets\01485_neg_128.npy,0.8909,0.8709,1.55,815.99,815.5,937.6
1486,345,Medium,dram_dense,data/hcr_train\triplets\01486_ref_64.npy,data/hcr_train\triplets\01486_ref_128.npy,data/hcr_train\triplets\01486_pos_64.npy,data/hcr_train\triplets\01486_pos_128.npy,data/hcr_train\triplets\01486_neg_64.npy,data/hcr_train\triplets\01486_neg_128.npy,0.8909,0.8484,1.55,860.9,815.5,937.6
1487,345,Medium,dram_dense,data/hcr_train\triplets\01487_ref_64.npy,data/hcr_train\triplets\01487_ref_128.npy,data/hcr_train\triplets\01487_pos_64.npy,data/hcr_train\triplets\01487_pos_128.npy,data/hcr_train\triplets\01487_neg_64.npy,data/hcr_train\triplets\01487_neg_128.npy,0.8909,0.8478,1.55,906.14,815.5,937.6
1488,345,Medium,dram_dense,data/hcr_train\triplets\01488_ref_64.npy,data/hcr_train\triplets\01488_ref_128.npy,data/hcr_train\triplets\01488_pos_64.npy,data/hcr_train\triplets\01488_pos_128.npy,data/hcr_train\triplets\01488_neg_64.npy,data/hcr_train\triplets\01488_neg_128.npy,0.8909,0.8411,1.55,793.66,815.5,937.6
1489,345,Medium,dram_dense,data/hcr_train\triplets\01489_ref_64.npy,data/hcr_train\triplets\01489_ref_128.npy,data/hcr_train\triplets\01489_pos_64.npy,data/hcr_train\triplets\01489_pos_128.npy,data/hcr_train\triplets\01489_neg_64.npy,data/hcr_train\triplets\01489_neg_128.npy,0.8909,0.8382,1.55,300.63,815.5,937.6
1490,346,Hard,finfet_10nm,data/hcr_train\triplets\01490_ref_64.npy,data/hcr_train\triplets\01490_ref_128.npy,data/hcr_train\triplets\01490_pos_64.npy,data/hcr_train\triplets\01490_pos_128.npy,data/hcr_train\triplets\01490_neg_64.npy,data/hcr_train\triplets\01490_neg_128.npy,0.6688,0.6085,2.1,88.03,842.1,681.0
1491,346,Hard,finfet_10nm,data/hcr_train\triplets\01491_ref_64.npy,data/hcr_train\triplets\01491_ref_128.npy,data/hcr_train\triplets\01491_pos_64.npy,data/hcr_train\triplets\01491_pos_128.npy,data/hcr_train\triplets\01491_neg_64.npy,data/hcr_train\triplets\01491_neg_128.npy,0.6688,0.6052,2.1,44.05,842.1,681.0
1492,346,Hard,finfet_10nm,data/hcr_train\triplets\01492_ref_64.npy,data/hcr_train\triplets\01492_ref_128.npy,data/hcr_train\triplets\01492_pos_64.npy,data/hcr_train\triplets\01492_pos_128.npy,data/hcr_train\triplets\01492_neg_64.npy,data/hcr_train\triplets\01492_neg_128.npy,0.6688,0.5932,2.1,44.05,842.1,681.0
1493,346,Hard,finfet_10nm,data/hcr_train\triplets\01493_ref_64.npy,data/hcr_train\triplets\01493_ref_128.npy,data/hcr_train\triplets\01493_pos_64.npy,data/hcr_train\triplets\01493_pos_128.npy,data/hcr_train\triplets\01493_neg_64.npy,data/hcr_train\triplets\01493_neg_128.npy,0.6688,0.5911,2.1,110.02,842.1,681.0
1494,346,Hard,finfet_10nm,data/hcr_train\triplets\01494_ref_64.npy,data/hcr_train\triplets\01494_ref_128.npy,data/hcr_train\triplets\01494_pos_64.npy,data/hcr_train\triplets\01494_pos_128.npy,data/hcr_train\triplets\01494_neg_64.npy,data/hcr_train\triplets\01494_neg_128.npy,0.6688,0.5787,2.1,22.1,842.1,681.0
1495,348,Easy,dram_1x,data/hcr_train\triplets\01495_ref_64.npy,data/hcr_train\triplets\01495_ref_128.npy,data/hcr_train\triplets\01495_pos_64.npy,data/hcr_train\triplets\01495_pos_128.npy,data/hcr_train\triplets\01495_neg_64.npy,data/hcr_train\triplets\01495_neg_128.npy,0.9218,0.9035,0.54,71.5,909.8,144.5
1496,348,Easy,dram_1x,data/hcr_train\triplets\01496_ref_64.npy,data/hcr_train\triplets\01496_ref_128.npy,data/hcr_train\triplets\01496_pos_64.npy,data/hcr_train\triplets\01496_pos_128.npy,data/hcr_train\triplets\01496_neg_64.npy,data/hcr_train\triplets\01496_neg_128.npy,0.9218,0.885,0.54,47.5,909.8,144.5
1497,348,Easy,dram_1x,data/hcr_train\triplets\01497_ref_64.npy,data/hcr_train\triplets\01497_ref_128.npy,data/hcr_train\triplets\01497_pos_64.npy,data/hcr_train\triplets\01497_pos_128.npy,data/hcr_train\triplets\01497_neg_64.npy,data/hcr_train\triplets\01497_neg_128.npy,0.9218,0.8813,0.54,47.5,909.8,144.5
1498,348,Easy,dram_1x,data/hcr_train\triplets\01498_ref_64.npy,data/hcr_train\triplets\01498_ref_128.npy,data/hcr_train\triplets\01498_pos_64.npy,data/hcr_train\triplets\01498_pos_128.npy,data/hcr_train\triplets\01498_neg_64.npy,data/hcr_train\triplets\01498_neg_128.npy,0.9218,0.8737,0.54,23.5,909.8,144.5
1499,348,Easy,dram_1x,data/hcr_train\triplets\01499_ref_64.npy,data/hcr_train\triplets\01499_ref_128.npy,data/hcr_train\triplets\01499_pos_64.npy,data/hcr_train\triplets\01499_pos_128.npy,data/hcr_train\triplets\01499_neg_64.npy,data/hcr_train\triplets\01499_neg_128.npy,0.9218,0.8632,0.54,24.5,909.8,144.5
1500,349,Medium,dram_dense,data/hcr_train\triplets\01500_ref_64.npy,data/hcr_train\triplets\01500_ref_128.npy,data/hcr_train\triplets\01500_pos_64.npy,data/hcr_train\triplets\01500_pos_128.npy,data/hcr_train\triplets\01500_neg_64.npy,data/hcr_train\triplets\01500_neg_128.npy,0.8908,0.5699,1.61,24.25,558.6,841.2
1501,349,Medium,dram_dense,data/hcr_train\triplets\01501_ref_64.npy,data/hcr_train\triplets\01501_ref_128.npy,data/hcr_train\triplets\01501_pos_64.npy,data/hcr_train\triplets\01501_pos_128.npy,data/hcr_train\triplets\01501_neg_64.npy,data/hcr_train\triplets\01501_neg_128.npy,0.8908,0.5475,1.61,120.2,558.6,841.2
1502,349,Medium,dram_dense,data/hcr_train\triplets\01502_ref_64.npy,data/hcr_train\triplets\01502_ref_128.npy,data/hcr_train\triplets\01502_pos_64.npy,data/hcr_train\triplets\01502_pos_128.npy,data/hcr_train\triplets\01502_neg_64.npy,data/hcr_train\triplets\01502_neg_128.npy,0.8908,0.5394,1.61,48.23,558.6,841.2
1503,349,Medium,dram_dense,data/hcr_train\triplets\01503_ref_64.npy,data/hcr_train\triplets\01503_ref_128.npy,data/hcr_train\triplets\01503_pos_64.npy,data/hcr_train\triplets\01503_pos_128.npy,data/hcr_train\triplets\01503_neg_64.npy,data/hcr_train\triplets\01503_neg_128.npy,0.8908,0.5365,1.61,72.2,558.6,841.2
1504,349,Medium,dram_dense,data/hcr_train\triplets\01504_ref_64.npy,data/hcr_train\triplets\01504_ref_128.npy,data/hcr_train\triplets\01504_pos_64.npy,data/hcr_train\triplets\01504_pos_128.npy,data/hcr_train\triplets\01504_neg_64.npy,data/hcr_train\triplets\01504_neg_128.npy,0.8908,0.5359,1.61,96.2,558.6,841.2
1505,350,Hard,finfet_10nm,data/hcr_train\triplets\01505_ref_64.npy,data/hcr_train\triplets\01505_ref_128.npy,data/hcr_train\triplets\01505_pos_64.npy,data/hcr_train\triplets\01505_pos_128.npy,data/hcr_train\triplets\01505_neg_64.npy,data/hcr_train\triplets\01505_neg_128.npy,0.8022,0.7955,1.46,26.6,154.4,462.4
1506,350,Hard,finfet_10nm,data/hcr_train\triplets\01506_ref_64.npy,data/hcr_train\triplets\01506_ref_128.npy,data/hcr_train\triplets\01506_pos_64.npy,data/hcr_train\triplets\01506_pos_128.npy,data/hcr_train\triplets\01506_neg_64.npy,data/hcr_train\triplets\01506_neg_128.npy,0.8022,0.7943,1.46,29.4,154.4,462.4
1507,350,Hard,finfet_10nm,data/hcr_train\triplets\01507_ref_64.npy,data/hcr_train\triplets\01507_ref_128.npy,data/hcr_train\triplets\01507_pos_64.npy,data/hcr_train\triplets\01507_pos_128.npy,data/hcr_train\triplets\01507_neg_64.npy,data/hcr_train\triplets\01507_neg_128.npy,0.8022,0.7903,1.46,57.4,154.4,462.4
1508,350,Hard,finfet_10nm,data/hcr_train\triplets\01508_ref_64.npy,data/hcr_train\triplets\01508_ref_128.npy,data/hcr_train\triplets\01508_pos_64.npy,data/hcr_train\triplets\01508_pos_128.npy,data/hcr_train\triplets\01508_neg_64.npy,data/hcr_train\triplets\01508_neg_128.npy,0.8022,0.7871,1.46,85.4,154.4,462.4
1509,350,Hard,finfet_10nm,data/hcr_train\triplets\01509_ref_64.npy,data/hcr_train\triplets\01509_ref_128.npy,data/hcr_train\triplets\01509_pos_64.npy,data/hcr_train\triplets\01509_pos_128.npy,data/hcr_train\triplets\01509_neg_64.npy,data/hcr_train\triplets\01509_neg_128.npy,0.8022,0.7856,1.46,54.6,154.4,462.4
1510,351,Adversarial,finfet_7nm,data/hcr_train\triplets\01510_ref_64.npy,data/hcr_train\triplets\01510_ref_128.npy,data/hcr_train\triplets\01510_pos_64.npy,data/hcr_train\triplets\01510_pos_128.npy,data/hcr_train\triplets\01510_neg_64.npy,data/hcr_train\triplets\01510_neg_128.npy,0.4275,0.3907,0.41,52.1,867.4,149.1
1511,351,Adversarial,finfet_7nm,data/hcr_train\triplets\01511_ref_64.npy,data/hcr_train\triplets\01511_ref_128.npy,data/hcr_train\triplets\01511_pos_64.npy,data/hcr_train\triplets\01511_pos_128.npy,data/hcr_train\triplets\01511_neg_64.npy,data/hcr_train\triplets\01511_neg_128.npy,0.4275,0.379,0.41,51.9,867.4,149.1
1512,351,Adversarial,finfet_7nm,data/hcr_train\triplets\01512_ref_64.npy,data/hcr_train\triplets\01512_ref_128.npy,data/hcr_train\triplets\01512_pos_64.npy,data/hcr_train\triplets\01512_pos_128.npy,data/hcr_train\triplets\01512_neg_64.npy,data/hcr_train\triplets\01512_neg_128.npy,0.4275,0.3608,0.41,982.76,867.4,149.1
1513,351,Adversarial,finfet_7nm,data/hcr_train\triplets\01513_ref_64.npy,data/hcr_train\triplets\01513_ref_128.npy,data/hcr_train\triplets\01513_pos_64.npy,data/hcr_train\triplets\01513_pos_128.npy,data/hcr_train\triplets\01513_neg_64.npy,data/hcr_train\triplets\01513_neg_128.npy,0.4275,0.3075,0.41,76.1,867.4,149.1
1514,351,Adversarial,finfet_7nm,data/hcr_train\triplets\01514_ref_64.npy,data/hcr_train\triplets\01514_ref_128.npy,data/hcr_train\triplets\01514_pos_64.npy,data/hcr_train\triplets\01514_pos_128.npy,data/hcr_train\triplets\01514_neg_64.npy,data/hcr_train\triplets\01514_neg_128.npy,0.4275,0.3043,0.41,25.9,867.4,149.1
1515,353,Medium,dram_dense,data/hcr_train\triplets\01515_ref_64.npy,data/hcr_train\triplets\01515_ref_128.npy,data/hcr_train\triplets\01515_pos_64.npy,data/hcr_train\triplets\01515_pos_128.npy,data/hcr_train\triplets\01515_neg_64.npy,data/hcr_train\triplets\01515_neg_128.npy,0.8989,0.8836,1.08,48.41,598.0,726.6
1516,353,Medium,dram_dense,data/hcr_train\triplets\01516_ref_64.npy,data/hcr_train\triplets\01516_ref_128.npy,data/hcr_train\triplets\01516_pos_64.npy,data/hcr_train\triplets\01516_pos_128.npy,data/hcr_train\triplets\01516_neg_64.npy,data/hcr_train\triplets\01516_neg_128.npy,0.8989,0.8604,1.08,48.61,598.0,726.6
1517,353,Medium,dram_dense,data/hcr_train\triplets\01517_ref_64.npy,data/hcr_train\triplets\01517_ref_128.npy,data/hcr_train\triplets\01517_pos_64.npy,data/hcr_train\triplets\01517_pos_128.npy,data/hcr_train\triplets\01517_neg_64.npy,data/hcr_train\triplets\01517_neg_128.npy,0.8989,0.847,1.08,24.42,598.0,726.6
1518,353,Medium,dram_dense,data/hcr_train\triplets\01518_ref_64.npy,data/hcr_train\triplets\01518_ref_128.npy,data/hcr_train\triplets\01518_pos_64.npy,data/hcr_train\triplets\01518_pos_128.npy,data/hcr_train\triplets\01518_neg_64.npy,data/hcr_train\triplets\01518_neg_128.npy,0.8989,0.8451,1.08,96.61,598.0,726.6
1519,353,Medium,dram_dense,data/hcr_train\triplets\01519_ref_64.npy,data/hcr_train\triplets\01519_ref_128.npy,data/hcr_train\triplets\01519_pos_64.npy,data/hcr_train\triplets\01519_pos_128.npy,data/hcr_train\triplets\01519_neg_64.npy,data/hcr_train\triplets\01519_neg_128.npy,0.8989,0.8219,1.08,23.62,598.0,726.6
1520,356,Easy,dram_1x,data/hcr_train\triplets\01520_ref_64.npy,data/hcr_train\triplets\01520_ref_128.npy,data/hcr_train\triplets\01520_pos_64.npy,data/hcr_train\triplets\01520_pos_128.npy,data/hcr_train\triplets\01520_neg_64.npy,data/hcr_train\triplets\01520_neg_128.npy,0.9581,0.8795,0.8,14.2,931.8,870.0
1521,356,Easy,dram_1x,data/hcr_train\triplets\01521_ref_64.npy,data/hcr_train\triplets\01521_ref_128.npy,data/hcr_train\triplets\01521_pos_64.npy,data/hcr_train\triplets\01521_pos_128.npy,data/hcr_train\triplets\01521_neg_64.npy,data/hcr_train\triplets\01521_neg_128.npy,0.9581,0.8321,0.8,14.8,931.8,870.0
1522,356,Easy,dram_1x,data/hcr_train\triplets\01522_ref_64.npy,data/hcr_train\triplets\01522_ref_128.npy,data/hcr_train\triplets\01522_pos_64.npy,data/hcr_train\triplets\01522_pos_128.npy,data/hcr_train\triplets\01522_neg_64.npy,data/hcr_train\triplets\01522_neg_128.npy,0.9581,0.7847,0.8,28.8,931.8,870.0
1523,356,Easy,dram_1x,data/hcr_train\triplets\01523_ref_64.npy,data/hcr_train\triplets\01523_ref_128.npy,data/hcr_train\triplets\01523_pos_64.npy,data/hcr_train\triplets\01523_pos_128.npy,data/hcr_train\triplets\01523_neg_64.npy,data/hcr_train\triplets\01523_neg_128.npy,0.9581,0.6296,0.8,43.8,931.8,870.0
1524,356,Easy,dram_1x,data/hcr_train\triplets\01524_ref_64.npy,data/hcr_train\triplets\01524_ref_128.npy,data/hcr_train\triplets\01524_pos_64.npy,data/hcr_train\triplets\01524_pos_128.npy,data/hcr_train\triplets\01524_neg_64.npy,data/hcr_train\triplets\01524_neg_128.npy,0.9581,0.6005,0.8,288.17,931.8,870.0
1525,357,Medium,dram_dense,data/hcr_train\triplets\01525_ref_64.npy,data/hcr_train\triplets\01525_ref_128.npy,data/hcr_train\triplets\01525_pos_64.npy,data/hcr_train\triplets\01525_pos_128.npy,data/hcr_train\triplets\01525_neg_64.npy,data/hcr_train\triplets\01525_neg_128.npy,0.8655,0.8732,0.67,100.7,588.6,499.7
1526,357,Medium,dram_dense,data/hcr_train\triplets\01526_ref_64.npy,data/hcr_train\triplets\01526_ref_128.npy,data/hcr_train\triplets\01526_pos_64.npy,data/hcr_train\triplets\01526_pos_128.npy,data/hcr_train\triplets\01526_neg_64.npy,data/hcr_train\triplets\01526_neg_128.npy,0.8655,0.8661,0.67,129.7,588.6,499.7
1527,357,Medium,dram_dense,data/hcr_train\triplets\01527_ref_64.npy,data/hcr_train\triplets\01527_ref_128.npy,data/hcr_train\triplets\01527_pos_64.npy,data/hcr_train\triplets\01527_pos_128.npy,data/hcr_train\triplets\01527_neg_64.npy,data/hcr_train\triplets\01527_neg_128.npy,0.8655,0.8537,0.67,28.71,588.6,499.7
1528,357,Medium,dram_dense,data/hcr_train\triplets\01528_ref_64.npy,data/hcr_train\triplets\01528_ref_128.npy,data/hcr_train\triplets\01528_pos_64.npy,data/hcr_train\triplets\01528_pos_128.npy,data/hcr_train\triplets\01528_neg_64.npy,data/hcr_train\triplets\01528_neg_128.npy,0.8655,0.8501,0.67,143.7,588.6,499.7
1529,357,Medium,dram_dense,data/hcr_train\triplets\01529_ref_64.npy,data/hcr_train\triplets\01529_ref_128.npy,data/hcr_train\triplets\01529_pos_64.npy,data/hcr_train\triplets\01529_pos_128.npy,data/hcr_train\triplets\01529_neg_64.npy,data/hcr_train\triplets\01529_neg_128.npy,0.8655,0.8493,0.67,57.7,588.6,499.7
1530,359,Adversarial,finfet_7nm,data/hcr_train\triplets\01530_ref_64.npy,data/hcr_train\triplets\01530_ref_128.npy,data/hcr_train\triplets\01530_pos_64.npy,data/hcr_train\triplets\01530_pos_128.npy,data/hcr_train\triplets\01530_neg_64.npy,data/hcr_train\triplets\01530_neg_128.npy,0.3911,0.3683,4.13,532.52,543.1,925.5
1531,359,Adversarial,finfet_7nm,data/hcr_train\triplets\01531_ref_64.npy,data/hcr_train\triplets\01531_ref_128.npy,data/hcr_train\triplets\01531_pos_64.npy,data/hcr_train\triplets\01531_pos_128.npy,data/hcr_train\triplets\01531_neg_64.npy,data/hcr_train\triplets\01531_neg_128.npy,0.3911,0.3611,4.13,554.52,543.1,925.5
1532,359,Adversarial,finfet_7nm,data/hcr_train\triplets\01532_ref_64.npy,data/hcr_train\triplets\01532_ref_128.npy,data/hcr_train\triplets\01532_pos_64.npy,data/hcr_train\triplets\01532_pos_128.npy,data/hcr_train\triplets\01532_neg_64.npy,data/hcr_train\triplets\01532_neg_128.npy,0.3911,0.3567,4.13,22.87,543.1,925.5
1533,359,Adversarial,finfet_7nm,data/hcr_train\triplets\01533_ref_64.npy,data/hcr_train\triplets\01533_ref_128.npy,data/hcr_train\triplets\01533_pos_64.npy,data/hcr_train\triplets\01533_pos_128.npy,data/hcr_train\triplets\01533_neg_64.npy,data/hcr_train\triplets\01533_neg_128.npy,0.3911,0.3564,4.13,870.5,543.1,925.5
1534,359,Adversarial,finfet_7nm,data/hcr_train\triplets\01534_ref_64.npy,data/hcr_train\triplets\01534_ref_128.npy,data/hcr_train\triplets\01534_pos_64.npy,data/hcr_train\triplets\01534_pos_128.npy,data/hcr_train\triplets\01534_neg_64.npy,data/hcr_train\triplets\01534_neg_128.npy,0.3911,0.3494,4.13,576.51,543.1,925.5
1535,360,Easy,dram_1x,data/hcr_train\triplets\01535_ref_64.npy,data/hcr_train\triplets\01535_ref_128.npy,data/hcr_train\triplets\01535_pos_64.npy,data/hcr_train\triplets\01535_pos_128.npy,data/hcr_train\triplets\01535_neg_64.npy,data/hcr_train\triplets\01535_neg_128.npy,0.9706,0.9406,0.36,457.11,106.3,376.8
1536,360,Easy,dram_1x,data/hcr_train\triplets\01536_ref_64.npy,data/hcr_train\triplets\01536_ref_128.npy,data/hcr_train\triplets\01536_pos_64.npy,data/hcr_train\triplets\01536_pos_128.npy,data/hcr_train\triplets\01536_neg_64.npy,data/hcr_train\triplets\01536_neg_128.npy,0.9706,0.9356,0.36,48.3,106.3,376.8
1537,360,Easy,dram_1x,data/hcr_train\triplets\01537_ref_64.npy,data/hcr_train\triplets\01537_ref_128.npy,data/hcr_train\triplets\01537_pos_64.npy,data/hcr_train\triplets\01537_pos_128.npy,data/hcr_train\triplets\01537_neg_64.npy,data/hcr_train\triplets\01537_neg_128.npy,0.9706,0.9351,0.36,47.7,106.3,376.8
1538,360,Easy,dram_1x,data/hcr_train\triplets\01538_ref_64.npy,data/hcr_train\triplets\01538_ref_128.npy,data/hcr_train\triplets\01538_pos_64.npy,data/hcr_train\triplets\01538_pos_128.npy,data/hcr_train\triplets\01538_neg_64.npy,data/hcr_train\triplets\01538_neg_128.npy,0.9706,0.9231,0.36,31.8,106.3,376.8
1539,360,Easy,dram_1x,data/hcr_train\triplets\01539_ref_64.npy,data/hcr_train\triplets\01539_ref_128.npy,data/hcr_train\triplets\01539_pos_64.npy,data/hcr_train\triplets\01539_pos_128.npy,data/hcr_train\triplets\01539_neg_64.npy,data/hcr_train\triplets\01539_neg_128.npy,0.9706,0.923,0.36,28.48,106.3,376.8
1540,361,Medium,dram_dense,data/hcr_train\triplets\01540_ref_64.npy,data/hcr_train\triplets\01540_ref_128.npy,data/hcr_train\triplets\01540_pos_64.npy,data/hcr_train\triplets\01540_pos_128.npy,data/hcr_train\triplets\01540_neg_64.npy,data/hcr_train\triplets\01540_neg_128.npy,0.8864,0.5196,0.22,87.1,262.1,277.2
1541,361,Medium,dram_dense,data/hcr_train\triplets\01541_ref_64.npy,data/hcr_train\triplets\01541_ref_128.npy,data/hcr_train\triplets\01541_pos_64.npy,data/hcr_train\triplets\01541_pos_128.npy,data/hcr_train\triplets\01541_neg_64.npy,data/hcr_train\triplets\01541_neg_128.npy,0.8864,0.5168,0.22,174.1,262.1,277.2
1542,361,Medium,dram_dense,data/hcr_train\triplets\01542_ref_64.npy,data/hcr_train\triplets\01542_ref_128.npy,data/hcr_train\triplets\01542_pos_64.npy,data/hcr_train\triplets\01542_pos_128.npy,data/hcr_train\triplets\01542_neg_64.npy,data/hcr_train\triplets\01542_neg_128.npy,0.8864,0.5082,0.22,44.1,262.1,277.2
1543,361,Medium,dram_dense,data/hcr_train\triplets\01543_ref_64.npy,data/hcr_train\triplets\01543_ref_128.npy,data/hcr_train\triplets\01543_pos_64.npy,data/hcr_train\triplets\01543_pos_128.npy,data/hcr_train\triplets\01543_neg_64.npy,data/hcr_train\triplets\01543_neg_128.npy,0.8864,0.5011,0.22,130.1,262.1,277.2
1544,361,Medium,dram_dense,data/hcr_train\triplets\01544_ref_64.npy,data/hcr_train\triplets\01544_ref_128.npy,data/hcr_train\triplets\01544_pos_64.npy,data/hcr_train\triplets\01544_pos_128.npy,data/hcr_train\triplets\01544_neg_64.npy,data/hcr_train\triplets\01544_neg_128.npy,0.8864,0.4935,0.22,14.8,262.1,277.2
1545,362,Hard,finfet_10nm,data/hcr_train\triplets\01545_ref_64.npy,data/hcr_train\triplets\01545_ref_128.npy,data/hcr_train\triplets\01545_pos_64.npy,data/hcr_train\triplets\01545_pos_128.npy,data/hcr_train\triplets\01545_neg_64.npy,data/hcr_train\triplets\01545_neg_128.npy,0.761,0.7603,2.93,53.1,428.9,838.4
